Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
Q1XH05	HGL1B_WHEAT	reviewed	4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1b, chloroplastic (EC 3.2.1.182) (Beta-glucosidase 1b) (Taglu1b) (EC 3.2.1.21)	GLU1B	Triticum aestivum (Wheat)	569	Glycosyl hydrolase 1 family
Q9H227	GBA3_HUMAN	reviewed	Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic beta-glucosidase-like protein 1)	GBA3 CBG CBGL1	Homo sapiens (Human)	469	Glycosyl hydrolase 1 family, Klotho subfamily
P97265	GBA3_CAVPO	reviewed	Cytosolic beta-glucosidase (EC 3.2.1.21)	Gba3 Cbg	Cavia porcellus (Guinea pig)	469	Glycosyl hydrolase 1 family, Klotho subfamily
Q5RF65	GBA3_PONAB	reviewed	Cytosolic beta-glucosidase (EC 3.2.1.21)	GBA3 CBG	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	469	Glycosyl hydrolase 1 family, Klotho subfamily
B0Y9Q9	BTGE_ASPFC	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE AFUB_081940	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	565	Glycosyl hydrolase 17 family
B8MXP5	BTGE_ASPFN	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE AFLA_078320	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	602	Glycosyl hydrolase 17 family
Q2US39	BTGE_ASPOR	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE AO090005000582	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	602	Glycosyl hydrolase 17 family
Q4WC60	BTGE_ASPFU	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE AFUA_8G05610	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	565	Glycosyl hydrolase 17 family
A1C499	BTGE_ASPCL	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE ACLA_059020	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	564	Glycosyl hydrolase 17 family
Q0CEX9	BTGE_ASPTN	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE ATEG_07755	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	558	Glycosyl hydrolase 17 family
A1DBG6	BTGE_NEOFI	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE NFIA_098360	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	552	Glycosyl hydrolase 17 family
Q5BD29	BTGE_EMENI	reviewed	Probable beta-glucosidase btgE (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	btgE AN1551	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	555	Glycosyl hydrolase 17 family
A7LXU3	BGH3B_BACO1	reviewed	Beta-glucosidase BoGH3B (EC 3.2.1.21) (Glycosyl hydrolase family protein 3B) (BoGH3B)	BACOVA_02659	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153)	786	Glycosyl hydrolase 3 family
A7LXS8	BGH3A_BACO1	reviewed	Beta-glucosidase BoGH3A (EC 3.2.1.21) (Glycosyl hydrolase family protein 3A) (BoGH3A)	BACOVA_02644	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153)	747	Glycosyl hydrolase 3 family
P48825	BGL1_ASPAC	reviewed	Beta-glucosidase 1 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)		Aspergillus aculeatus	860	Glycosyl hydrolase 3 family
P22506	BGL1_SACFI	reviewed	Beta-glucosidase 1 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	BGL1	Saccharomycopsis fibuligera (Yeast)	876	Glycosyl hydrolase 3 family
P22507	BGL2_SACFI	reviewed	Beta-glucosidase 2 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	BGL2	Saccharomycopsis fibuligera (Yeast)	880	Glycosyl hydrolase 3 family
P29090	BGL3_ASPWE	reviewed	Beta-glucosidase A-3 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (Fragment)		Aspergillus wentii	63	Glycosyl hydrolase 3 family
A1CR85	BGLA_ASPCL	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 ACLA_028810	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	867	Glycosyl hydrolase 3 family
B0XPE1	BGLA_ASPFC	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 AFUB_006160	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	873	Glycosyl hydrolase 3 family
P87076	BGLA_ASPKW	reviewed	Beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 AKAW_01481	Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi)	860	Glycosyl hydrolase 3 family
B8NRX2	BGLA_ASPFN	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 AFLA_051140	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	861	Glycosyl hydrolase 3 family
A2RAL4	BGLA_ASPNC	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 An18g03570	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	860	Glycosyl hydrolase 3 family
Q2UUD6	BGLA_ASPOR	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 AO090009000356	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	861	Glycosyl hydrolase 3 family
D0VKF5	BGLA_ASPTE	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1	Aspergillus terreus	861	Glycosyl hydrolase 3 family
Q4WJJ3	BGLA_ASPFU	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 AFUA_1G05770	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	873	Glycosyl hydrolase 3 family
Q0CTD7	BGLA_ASPTN	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 ATEG_03047	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	861	Glycosyl hydrolase 3 family
Q5B5S8	BGLA_EMENI	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 AN4102	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	863	Glycosyl hydrolase 3 family
A1D451	BGLA_NEOFI	reviewed	Probable beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase A) (Cellobiase A) (Gentiobiase A)	bglA bgl1 NFIA_018950	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	873	Glycosyl hydrolase 3 family
P14002	BGLB_CLOTH	reviewed	Thermostable beta-glucosidase B (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglB Cthe_1256	Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Ruminiclostridium thermocellum)	755	Glycosyl hydrolase 3 family
Q5BFG8	BGLB_EMENI	reviewed	Beta-glucosidase B (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase B) (Cellobiase B) (Gentiobiase B)	bglB AN0712	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	845	Glycosyl hydrolase 3 family
B8NGU6	BGLC_ASPFN	reviewed	Probable beta-glucosidase C (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase C) (Cellobiase C) (Gentiobiase C)	bglC AFLA_138140	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	634	Glycosyl hydrolase 3 family
Q2UFP8	BGLC_ASPOR	reviewed	Probable beta-glucosidase C (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase C) (Cellobiase C) (Gentiobiase C)	bglC AO090026000123	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	638	Glycosyl hydrolase 3 family
Q5BCC6	BGLC_EMENI	reviewed	Beta-glucosidase C (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase C) (Cellobiase C) (Gentiobiase C)	bglC AN1804	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	618	Glycosyl hydrolase 3 family
Q2UNR0	BGLD_ASPOR	reviewed	Probable beta-glucosidase D (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase D) (Cellobiase D) (Gentiobiase D)	bglD AO090001000266	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	752	Glycosyl hydrolase 3 family
A2QPK4	BGLD_ASPNC	reviewed	Probable beta-glucosidase D (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase D) (Cellobiase D) (Gentiobiase D)	bglD An07g09760	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	754	Glycosyl hydrolase 3 family
Q5AUW5	BGLD_EMENI	reviewed	Probable beta-glucosidase D (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase D) (Cellobiase D) (Gentiobiase D)	bglD AN7915	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	812	Glycosyl hydrolase 3 family
A1CMH6	BGLE_ASPCL	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE ACLA_096980	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	1050	Glycosyl hydrolase 3 family
B0YD91	BGLE_ASPFC	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE AFUB_094720	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	1033	Glycosyl hydrolase 3 family
B8NJF4	BGLD_ASPFN	reviewed	Probable beta-glucosidase D (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase D) (Cellobiase D) (Gentiobiase D)	bglD AFLA_066750	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	752	Glycosyl hydrolase 3 family
Q2UTX5	BGLE_ASPOR	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE AO090009000554	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	1048	Glycosyl hydrolase 3 family
Q4WD56	BGLE_ASPFU	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE AFUA_6G03570	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	1033	Glycosyl hydrolase 3 family
A1DLJ5	BGLE_NEOFI	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE NFIA_050080	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	1045	Glycosyl hydrolase 3 family
B0Y7Q8	BGLF_ASPFC	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF AFUB_074660	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	869	Glycosyl hydrolase 3 family
B8NP65	BGLF_ASPFN	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF AFLA_128480	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	866	Glycosyl hydrolase 3 family
Q4WMU3	BGLF_ASPFU	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF AFUA_6G08700	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	869	Glycosyl hydrolase 3 family
Q2UN12	BGLF_ASPOR	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF AO090001000544	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	866	Glycosyl hydrolase 3 family
Q5AYH8	BGLE_EMENI	reviewed	Probable beta-glucosidase E (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase E) (Cellobiase E) (Gentiobiase E)	bglE AN6652	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	1023	Glycosyl hydrolase 3 family
Q0CI67	BGLF_ASPTN	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF ATEG_06617	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	867	Glycosyl hydrolase 3 family
A1DMR8	BGLF_NEOFI	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF NFIA_054350	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	869	Glycosyl hydrolase 3 family
Q2U325	BGLG_ASPOR	reviewed	Probable beta-glucosidase G (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase G) (Cellobiase G) (Gentiobiase G)	bglG AO090038000223	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	815	Glycosyl hydrolase 3 family
Q0CUC1	BGLG_ASPTN	reviewed	Probable beta-glucosidase G (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase G) (Cellobiase G) (Gentiobiase G)	bglG ATEG_02713	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	817	Glycosyl hydrolase 3 family
Q5B6C6	BGLF_EMENI	reviewed	Probable beta-glucosidase F (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase F) (Cellobiase F) (Gentiobiase F)	bglF AN10482	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	868	Glycosyl hydrolase 3 family
B8NMR5	BGLG_ASPFN	reviewed	Probable beta-glucosidase G (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase G) (Cellobiase G) (Gentiobiase G)	bglG AFLA_126780	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	815	Glycosyl hydrolase 3 family
A1DC16	BGLG_NEOFI	reviewed	Probable beta-glucosidase G (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase G) (Cellobiase G) (Gentiobiase G)	bglG NFIA_100430	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	817	Glycosyl hydrolase 3 family
Q5B0F4	BGLG_EMENI	reviewed	Probable beta-glucosidase G (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase G) (Cellobiase G) (Gentiobiase G)	bglG AN5976	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	819	Glycosyl hydrolase 3 family
B0XM94	BGLH_ASPFC	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH AFUB_000280	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	829	Glycosyl hydrolase 3 family
Q4WL79	BGLH_ASPFU	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH AFUA_6G14490	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	829	Glycosyl hydrolase 3 family
A1CUR8	BGLH_ASPCL	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH ACLA_087610	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	829	Glycosyl hydrolase 3 family
Q2U9M7	BGLH_ASPOR	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH AO090166000090	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	827	Glycosyl hydrolase 3 family
B8NPL7	BGLH_ASPFN	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH AFLA_000810	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	827	Glycosyl hydrolase 3 family
Q5B6C7	BGLH_EMENI	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH AN3903	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	831	Glycosyl hydrolase 3 family
A1DPG0	BGLH_NEOFI	reviewed	Probable beta-glucosidase H (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase H) (Cellobiase H) (Gentiobiase H)	bglH NFIA_060370	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	829	Glycosyl hydrolase 3 family
A1CA51	BGLI_ASPCL	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI ACLA_010450	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	838	Glycosyl hydrolase 3 family
B0Y3M6	BGLI_ASPFC	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI AFUB_054750	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	838	Glycosyl hydrolase 3 family
B8NDE2	BGLI_ASPFN	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI AFLA_057030	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	839	Glycosyl hydrolase 3 family
A2R989	BGLI_ASPNC	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI An17g00520	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	818	Glycosyl hydrolase 3 family
Q4WU49	BGLI_ASPFU	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI AFUA_5G07190	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	838	Glycosyl hydrolase 3 family
Q0CAF5	BGLI_ASPTN	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI ATEG_09329	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	839	Glycosyl hydrolase 3 family
Q2U8Y5	BGLI_ASPOR	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI AO090701000244	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	839	Glycosyl hydrolase 3 family
Q4WLY1	BGLJ_ASPFU	reviewed	Probable beta-glucosidase J (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase J) (Cellobiase J) (Gentiobiase J)	bglJ AFUA_6G11910	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	865	Glycosyl hydrolase 3 family
B0Y8M8	BGLJ_ASPFC	reviewed	Probable beta-glucosidase J (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase J) (Cellobiase J) (Gentiobiase J)	bglJ AFUB_077900	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	865	Glycosyl hydrolase 3 family
Q5AV15	BGLJ_EMENI	reviewed	Probable beta-glucosidase J (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase J) (Cellobiase J) (Gentiobiase J)	bglJ AN7865	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	850	Glycosyl hydrolase 3 family
A1DFA8	BGLI_NEOFI	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI NFIA_080070	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	838	Glycosyl hydrolase 3 family
Q5BB53	BGLI_EMENI	reviewed	Probable beta-glucosidase I (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase I) (Cellobiase I) (Gentiobiase I)	bglI AN2227	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	839	Glycosyl hydrolase 3 family
A1DNN8	BGLJ_NEOFI	reviewed	Probable beta-glucosidase J (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase J) (Cellobiase J) (Gentiobiase J)	bglJ NFIA_057590	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	864	Glycosyl hydrolase 3 family
B0YBJ3	BGLK_ASPFC	reviewed	Probable beta-glucosidase K (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase K) (Cellobiase K) (Gentiobiase K)	bglK AFUB_086800	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	766	Glycosyl hydrolase 3 family
Q4WA69	BGLK_ASPFU	reviewed	Probable beta-glucosidase K (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase K) (Cellobiase K) (Gentiobiase K)	bglK AFUA_7G00240	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	767	Glycosyl hydrolase 3 family
Q5BA18	BGLK_EMENI	reviewed	Probable beta-glucosidase K (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase K) (Cellobiase K) (Gentiobiase K)	bglK AN2612	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	838	Glycosyl hydrolase 3 family
Q0CEF3	BGLL_ASPTN	reviewed	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	bglL ATEG_07931	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	736	Glycosyl hydrolase 3 family
Q4WGT3	BGLL_ASPFU	reviewed	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	bglL AFUA_7G06140	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	739	Glycosyl hydrolase 3 family
Q5B9F2	BGLL_EMENI	reviewed	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	bglL AN2828	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	737	Glycosyl hydrolase 3 family
B0XPB8	BGLM_ASPFC	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM AFUB_016780	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	769	Glycosyl hydrolase 3 family
B0YB65	BGLL_ASPFC	reviewed	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	bglL AFUB_091720	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	739	Glycosyl hydrolase 3 family
A1DCV5	BGLL_NEOFI	reviewed	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	bglL NFIA_027390	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	739	Glycosyl hydrolase 3 family
